web-scraper-order,web-scraper-start-url,news,news-href,title,date,content
"1617717532-113","https://indianexpress.com/page/117/?s=Triple+talaq","Muslim women campaign to end instant divorce in India","https://indianexpress.com/article/india/india-news-india/muslim-women-campaign-to-end-instant-divorce-in-india-2890729/","Muslim women campaign to end instant divorce in India","July 3, 2016 8:07:20 am","<img loading=""lazy"" class=""size-full wp-image-2890740"" src=""https://images.indianexpress.com/2016/07/india-islamic-divorce-759.jpg"" alt=""Muslim women, Talaq, Oral talaq, islam, Muslim women, Talaq, divorce in islam, divorce in India, Muslim women campaign to end instanr divorce, Triple talaq, unilateral divorce, muslim women survey, Muslim Divorce procedure, Muslim divorce, Muslim clerics, polygamy, Multiple wives, Muslim men, Islam, Quran, india news"" srcset=""https://images.indianexpress.com/2016/07/india-islamic-divorce-759.jpg 759w, https://images.indianexpress.com/2016/07/india-islamic-divorce-759.jpg?resize=450,250 450w, https://images.indianexpress.com/2016/07/india-islamic-divorce-759.jpg?resize=600,334 600w, https://images.indianexpress.com/2016/07/india-islamic-divorce-759.jpg?resize=728,405 728w, https://images.indianexpress.com/2016/07/india-islamic-divorce-759.jpg?resize=150,83 150w"" sizes=""(max-width: 759px) 100vw, 759px"" /> In this June 29, 2016 photo, Indian Muslim woman Shagufta Sayyd prays at the office of Bhartiya Muslim Mahila Andolan, or the Indian Muslim Women’s Movement, in Mumbai, India. Shagufta is among the Indian Muslim women who are campaigning against an Islamic legal practice that allows men to divorce their wives by simply saying “I divorce you” three times. (Source: AP photo)
Just hours after Shagufta Sayyd was married, her new husband told her he was having a relationship with another woman.
He was clear the two would have no future, the 21-year-old Sayyd said. He was only marrying her to please his mother.
“He said, ‘no, I don’t want to keep you,'” she said. “So he said, ‘divorce, divorce, divorce, three times, and that was it.”https://images.indianexpress.com/2020/08/1x1.png
Sayyd still insists on using her husband’s surname, until she can end the marriage officially in an Indian court. But like many other women from India’s large Sunni Muslim minority, her fate and status are governed by Muslim Personal Law that follows the tenets of the Islamic faith, as interpreted by local imams and religious schools across India.
[related-post]
Watch Video: What’s making news 

The so-called triple talaq, or instant divorce, has been banned in more than 20 Muslim countries, including neighboring Pakistan and Bangladesh. But in India, the practice is allowed thanks to the country’s rules protecting Muslim, Christian and Hindu communities following religious law.
Most of the 170 million Muslims in India are Sunnis governed by Muslim Personal Law for family matters and disputes. Those laws include allowing men to divorce their wives by simply uttering the word “talaq,” or divorce in Urdu, three times — and not necessarily consecutively, but at any time, and by any medium including telephone, text message or social media post.
Some women are fed up with what they say is an archaic and patriarchal rule that too often leaves them destitute. Muslim women do not have the same right, and those left by their husbands have no claim to alimony though they can collect a small payment for three months after divorce.
Then, they’re on their own.
“They have been divorced by speed post, by sending out letters. Some have just simply said “talaq” three times and the divorce has happened,” Noorjehan Safia Niaz, co-founder of Bhartiya Muslim Mahila Andolan, or the Indian Muslim Women’s Movement.
The movement has been fighting for equal laws for Muslim women for six years.
“There are cases where women don’t even know that they’ve been divorced,” Niaz said. “The children are without any support. So, it has become very convenient for Muslim men to just say talaq thrice and . it is just so easy for him to get the woman out of his life.”
Legal experts say the practice is unconstitutional, and the Supreme Court has been pushing for uniformity in laws. In 1985, the top court ruled ordered a man to pay alimony to his elderly wife, after verbally divorcing and abandoning her.
The Indian government in office at the time, however, managed to overturn the verdict retroactively by passing a law to protect Muslim divorce law. Many suspect the government was under pressure from Muslim leaders to stay out of their business or lose their electoral support.
The move frustrated women’s rights activists. India had long since banned dowry payments from a girl’s parents to the family of a groom before marriage, though many still practice the ancient Hindu tradition openly, they note. And more recently, India threw out Hindu laws that barred women from inheriting property from their fathers.
What makes the instant divorce laws so difficult, some say, is the fact that they are not codified and so are open to interpretation and adjustment.
One Supreme Court lawyer called the practice “barbaric.”
“This is a kind of an ISIS-like rule prevailing in India,” the advocate, Monika Arora, said, referring to the militant Islamic State that controls much of Syria and Iraq. “No progressive country can tolerate this.”
Earlier this month, the women’s movement collected more than 50,000 signatures, calling for a nationwide ban on instant divorces. That petition was being added as evidence in an appeal filed to the Supreme Court to ban instant divorces. The court has asked the central government for its opinion before scheduling a hearing.
Since the 1950s, “Hindu personal law has been constantly evolving and codified,” Arora said. “Why this ‘touch-me-not’ perception for Muslim laws?”
She said India should follow the example set by other Islamic nations, including Turkey, Cyprus, Pakistan and Bangladesh, in banning the triple talaq.
But there is sure to be resistance. Some Islamic bodies, including the hardline Raza Academy based in Mumbai, say any women who dislike the laws of Islam can always leave the religion.
One academy cleric, Mohammad Saeed Noori, said it was possible that men were not performing the triple talaq correctly.
“Don’t give three altogether in one go. People who do that are doing it wrong,” Noori said. But “if he says it thrice, then the divorce is immediately confirmed. Then that woman has to immediately leave his house.”"
"1617718809-263","https://indianexpress.com/page/107/?s=Triple+talaq","Amit Shah on dissent: ‘If you speak against country, that won’t be tolerated’","https://indianexpress.com/article/india/india-news-india/amit-shah-on-dissent-if-you-speak-against-country-that-wont-be-tolerated-3737996/","Amit Shah on dissent: ‘If you speak against country, that won’t be tolerated’","November 5, 2016 3:27:16 am","<img loading=""lazy"" class=""wp-image-3082688 size-full"" src=""https://images.indianexpress.com/2016/10/amit-shah-759.jpg"" alt=""amit shah, narendra modi, pm modi, amit shah dissent, amit shah on dissent, amit shah women empowerment, indian express news, india news"" srcset=""https://images.indianexpress.com/2016/10/amit-shah-759.jpg 759w, https://images.indianexpress.com/2016/10/amit-shah-759.jpg?resize=450,250 450w, https://images.indianexpress.com/2016/10/amit-shah-759.jpg?resize=600,334 600w, https://images.indianexpress.com/2016/10/amit-shah-759.jpg?resize=728,405 728w, https://images.indianexpress.com/2016/10/amit-shah-759.jpg?resize=150,83 150w"" sizes=""(max-width: 759px) 100vw, 759px"" /> BJP chief Amit Shah said: If you speak against the country, forgive me, that won’t be tolerated as it is not in the real spirit of the freedom of expression. (Source: File Photo)
BJP chief Amit Shah Friday said “anti-India” comments won’t be tolerated under the guise of freedom of expression. “The idea behind democracy is to ensure that the last person avails the benefit of freedom of expression and is able to fully utilise it to develop himself, but prolonged dissent will divide the nation,” he said. Shah was speaking at the India Idea Conclave here. The theme for the three-day meet is Democracy, Development and Dissent.
Shah said since Independence, PM Narendra Modi has been the most bitterly criticised figure. “Though Narendra Modi is the PM, you can criticise him, his policy and his ministers. But if you speak against the country, forgive me, that won’t be tolerated as it is not in the real spirit of the freedom of expression,” he said.
The BJP president said that it was after 30 years that the nation had voted a party to power with an absolute majority. “The government is working with an idea of inclusiveness and development in every sphere. However, if dissent continues unwarrantedly, there can be no development,” he said.
He also said that the centre is in no confusion on empowerment of women, irrespective of religion. “On triple talaq, the government is clear. The Prime Minister spoke of it on the Independence Day,” Shah said."
"1617718594-239","https://indianexpress.com/page/109/?s=Triple+talaq","Shiv Sena asks Muslim leaders to take rational stand on ‘triple talaq’","https://indianexpress.com/article/india/india-news-india/shiv-sena-asks-muslim-leaders-to-take-rational-stand-on-triple-talaq-3102274/","Shiv Sena asks Muslim leaders to take rational stand on ‘triple talaq’","October 25, 2016 5:54:23 pm","<img loading=""lazy"" class=""size-full wp-image-3086695"" src=""https://images.indianexpress.com/2016/10/triple-talaq.jpg"" alt=""muslim personal law, triple talaq, triple talaq law, uniform civil code, congress, gujarat congress minority cell, india news, indian express,"" srcset=""https://images.indianexpress.com/2016/10/triple-talaq.jpg 759w, https://images.indianexpress.com/2016/10/triple-talaq.jpg?resize=450,250 450w, https://images.indianexpress.com/2016/10/triple-talaq.jpg?resize=600,334 600w, https://images.indianexpress.com/2016/10/triple-talaq.jpg?resize=728,405 728w, https://images.indianexpress.com/2016/10/triple-talaq.jpg?resize=150,83 150w"" sizes=""(max-width: 759px) 100vw, 759px"" /> A group of muslim women walk down a road in Amroha, Uttar Pradesh. Express Photo by Tashi Tobgyal New Delhi 260913
Citing Haji Ali Dargah Trust’s ‘progressive’ decision to grant women full access to the shrine’s sanctum sanctorum, the Shiv Sena on Tuesday urged Muslim leaders to display their rational capacities on the issue of ‘triple talaq’ as well. It said that its time that the Uniform Civil Code is viewed from a “positive perspective” rather than adopting a rudimentary approach over the issue.
“The change of stand by the (Haji Ali) Trust may have opened doors of the Dargah for Muslim women, but they have a difficult path ahead. Countless Muslim women are waiting to be freed from the shackles of age-old customs in the name of religion,” the Sena said in an editorial in party mouthpiece ‘Saamana’.
Generations of women have been deprived of the right to live a dignified life, and are plagued with the menace of triple talaq and are forced to concede to ‘fatwas’ from religious leaders, it said.https://images.indianexpress.com/2020/08/1x1.png
“Muslim women are scrunched under the burden of old thoughts with men still wanting to hold the reins. The Haji Ali Trust’s stand is a welcome step. Now, Muslim leaders need to show similar rationality on issues like triple talaq as well,” the Sena said.
“Rather than seeing the Uniform Civil Code as cruelty towards Muslims, it should be seen from a positive perspective. With this, not only Muslim women, but the entire community will automatically get included in the mainstream,” it said.
Yesterday, the Haji Ali Dargah Trust told the Supreme court that women will be given access to the core area of the Muslim shrine here at par with men, and sought four weeks to make the requisite infrastructural changes to facilitate their entry."
"1617717009-30","https://indianexpress.com/page/123/?s=Triple+talaq","Woman, invisible","https://indianexpress.com/article/news-archive/woman-invisible/","Woman, invisible","July 26, 2004","Moments that hold the potential for social change often remain unnoticed because national obsessions lie elsewhere. Yet, today, there are significant reasons why it is possible to address the seemingly intractable issue of delivering justice to Muslim women in ways that appeared impossible even a few months ago.
For one, the BJP has lost power at the Centre. It’s ironic to state this, because the party had projected itself as the greatest guardian of the “welfare” of Muslim women, as its loud championing of the uniform civil code would indicate. But the BJP’s concern extends only to the extent that the issue is a convenient stick to beat the community with and expose the Congress for its hypocritical policies of “minority appeasement”. This is not to say that the Congress hasn’t been despicably double-faced when it came to addressing this concern. Its years in power saw Muslim women increasingly relegated to the four walls of home, the notorious chardiwari of feudal norms and individual disempowerment.
The return of the Congress to the Centre does, however, have one positive fallout. Muslims have less reason to worry about their identity or rights being  threatened; less cause to be defensive about their public stances. This makes the community more amenable to the idea of reform. Already there are indications of this. The All India Muslim Personal Law Board may not have outlawed triple talaq after its sitting earlier this month, but it has promoted the notion of a reformed “nikahnamah” (marriage contract), recognised officially that triple talaq is a “social ill” which Muslim society has to address, and, significantly, has ruled that denying women the right to inherit agricultural property was not sanctioned by the Shariat.https://images.indianexpress.com/2020/08/1x1.png
It is true that Muslim women in India are way behind their counterparts in Pakistan and Bangladesh in terms of personal law. In ’55, the All Pakistan Women’s Association (APWA), reacting to the marriage of then prime minister, Mohammed Ali, to his Middle-eastern social secretary while being still married to his first wife, began to lobby for  the promulgation of the Muslim Family Laws Ordinance in ’61, which raised the legal age of marriage to 16 for girls, placed restrictions on polygamy, ensured the registration of marriages, acknowledged the wife’s right to divorce and adequate maintenance. Above all, it rejected triple talaq and set a more transparent procedure in place.
Such reform would perhaps never have come Pakistan’s way if it had not been under martial rule at that point — Ayub Khan pushed it through ignoring protests — and the fact that an elite body of women like the APWA had direct access to those in power. In India, by contrast, Muslim women constitute one of the most invisible communities in terms of education, rights, employment and decision-making. Unequal Citizens, A Study of Muslim Women in India, by Zoya Hasan and Ritu Menon, based on the findings of the first comprehensive baseline survey of Muslim women in India, reveals that across the country Muslim women are more illiterate than Hindu women: 59 per cent of them have never attended school, less than 10 per cent have completed it. To compound matters, 26 per cent of educated Muslim women have illiterate husbands and less than 15 per cent said they  were working.
But damning as this evidence is, there has been over the last decade or so a groundswell of expectations among Muslim women and an increasingly focused articulation in favour of reform. The voices of ordinary women that were raised at the public hearings that Syeda Saiyidain Hameed, as a member of the National Commission of Women (NCW), conducted all over India in ’02, were a vivid reflection of this. Collectively, these voices signified one important phenomenon: that the patent lack of individual rights of Muslim women was a consequence of their poor status. It would seem, then, that the singleminded focus on personal law that has marked the public debate is an insufficient, even skewed, approach. If they are empowered as individuals, with access to education and employment, they would themselves be better equipped to fight for their rights and promote reform .
Hasan and Menon recognise that this “disproportionate emphasis” on the gender bias of personal law has led to the neglect of the secular discourse of development.. They argue that to understand Muslim women better, it is important to locate them within the broader context of economic, political and other interests and recognise their “disadvantage, discrimination and disempowerment are experienced at specific and particular intersections of class, caste, gender and community”.
It is interesting to revisit history to discover how Muslim women were left marooned on an island of indifference and discrimination. In many ways, they suffered the most from Partition, being twice-damned as a minority within a minority. In post-Independence India, Muslims as a whole felt their identity threatened and women, as the manifest symbol of that identity, paid a high price for this by being deprived of even the weak currents of reform that may have come their way. Today, the mean age of marriage for Muslim women is 15.6 years, while the all-India figure is around 20. Yet not many  know that among the first demands of the All India Muslim Ladies Conference was education for Muslim women and the raising of the minimum age of marriage to 16.
These demands were put forward in 1914. As historian Gail Minault explains in her essay, ‘Sisterhood or Separatism: The All-India Muslim Ladies Conference’, the members of the Conference were clearly of the view that early marriage was detrimental to the education of girls. That a demand articulated in 1914 is, tragically, still relevant in 21st century India highlights the immeasurable injustice that Muslim women have suffered.
Today they want to step out the dark, they want education and employment. They want to be seen, not just as members of a community but as individuals with rights. Professor Zameeruddin, speaking at an NCW hearing, expressed the enormity of the task graphically: “To solve the problems narrated by these women today is not in human hands. Perhaps the angels have to descend from heaven.”"
"1617717217-79","https://indianexpress.com/page/119/?s=Triple+talaq","10 days after marriage, NRI sends Talaq message to wife on WhatsApp","https://indianexpress.com/article/india/india-news-india/kerala-nri-man-sends-talaq-shocker-to-wife-on-whatsapp/","10 days after marriage, NRI sends Talaq message to wife on WhatsApp","Updated: October 8, 2015  1:05:19 pm","Hardly 10 days after his wedding, an NRI man from Kerala has sent his 21-year-old wife a triple Talaq message from Dubai on WhatsApp.
The shocked woman, a BDS student and hailing from Chertala in Alappuzha district, has now approached the Kerala Women’s Commission for help.
The young woman in her complaint said her husband had not even informed her if he had reached Ber Dubai, where he is working, safely. After her repeated messages to him went unanswered, she finally got a reply shocking her to the core.
[related-post]https://images.indianexpress.com/2020/08/1x1.png
“Why are you calling me? I do not like you. Do not wait for me. If we like apple, will we keep eating it every day?. We will like to eat other fruits also. Talak Talak Talak”, the woman, who was at her wit’s end seeing the message, told the Commission, its member J Prameela Devi said.
She wants her husband to be tracked and Non-Residents Affairs department has been asked to trace him, Prameela Devi told PTI.
Prameela Devi said she spoke to Panakkad Sadik Ali Thangal, an Islamic scholar, who was of the opinion that this type of talaq was against rules.
The woman’s widowed mother had given her Rs 10 lakh as dowry and 79 sovereigns of gold. After 10 days of marriage, he left for Ber Dubai and did not keep in touch with her, she said.
The Commission has sent a notice to the parents of the man asking them to appear before it in the next sitting.
In the aftermath of the shocking development, both the woman and her younger sister, studying in 12th standard, have left their studies.
Describing talaq through social media like Facebook and WhatsApp as ‘barbaric’, Kerala Nadvathul Mujahideen state President T P Abdulla Majeed, said this was against humanity.
“There is no validity of such an act. Some people are playing with religion”, he said.
“Talaq cannot be practised in such a flimsy manner. It has got three stages. It has to be used only in a situation wherein it is extremely difficult to take forward a marriage”, he said.
Reacting to the development, Dakshina Kerala Jamiyyathul Ulama leader Kadakkal Abdul Azeez Moulavi said there was no validity of such talaq."
"1617720307-440","https://indianexpress.com/page/95/?s=Triple+talaq","Ban cow slaughter to promote harmony: Ajmer dargah head to government","https://indianexpress.com/article/india/ban-cow-slaughter-to-promote-harmony-ajmer-dargah-head-to-government/","Ban cow slaughter to promote harmony: Ajmer dargah head to government","April 4, 2017 12:57:03 pm","The spiritual head of Ajmer dargah has said that the government should put a ban on the slaughter of all bovine animals as well as the sale of beef to promote communal harmony in the country.
Dargah Deewan Zainul Abedin Ali Khan said  on Monday that Muslims should take initiative to stay away from slaughter of bovine animals and not consume beef so that a good and positive message could be communicated in the country.
He announced that he and his family members will not eat beef now onwards and said that the government should declare cow as the national animal.https://images.indianexpress.com/2020/08/1x1.png
Releasing his message in the presence of religious heads of various shrines from different parts of the country during 805th annual Urs of Khwaja Moinuddin Chisti in Ajmer, Khan also said that saying ‘triple talaq’ at one time for seeking divorce is not as per the Shariah law and Muslims should refrain from disobeying the Sharia law.
“The government should widely impose ban on slaughtering of all bovine animals and sale of beef, which is one of the prominent reasons for communal hatred. Muslims should become an example by taking resolution to not consume beef in the interest of communal harmony in the country,” he said.
Welcoming the Gujarat government’s move to enact a law with the provision of life sentence for those found guilty of cow slaughter, the Deewan said that the central government should declare cow as the national animal if the government wants to protect it.
“Cow is the symbol of religious belief. Not only the government, but it is also the duty of every follower of the religion to protect them,” he said.
On the practice of ‘triple talaq’, he said that it is not only irrelevant today but against the sentiments of the Quran.
He said that while practising justified divorce, the side of the woman should be considered equally and detailed dialogue with her should also take place.
The Deewan said that there are several provisions in the Quran to ensure self-respect and dignity to women in the society.
He said that saying ‘talaq’ three times in one sitting is not a religiously valid practice and there should be a period of time between repeating ‘talaq’ thrice for divorce.
The religious heads of various sufi shrines from various parts of the country including Uttar Pradesh, Karnataka, Delhi, Andhra Pradesh, Gujarat, Bihar among others were present on the occasion."
"1617717391-97","https://indianexpress.com/page/118/?s=Triple+talaq","Given talaq via Speed Post, Jaipur woman moves SC","https://indianexpress.com/article/india/india-news-india/given-talaq-via-speed-post-jaipur-woman-moves-sc-2807731/","Given talaq via Speed Post, Jaipur woman moves SC","Updated: May 19, 2016  1:24:13 am","More than three months after her husband purportedly divorced her through a letter sent by Speed Post, a 25-year-old Muslim woman from Jaipur has moved the Supreme Court seeking reform of the Muslim Personal Law and an end to the system of “frivolous triple-talaq”.
The court admitted her petition last week and has issued notices to her husband.
[related-post]
Their match fixed through wedding portal Shaadi.com, petitioner Afreen Rehman had married Syed Ashhar Ali Warsi, a resident of Indore, in August 2014. The first few months went off blissfully, after which, Afreen alleged, her husband and in-laws began troubling her for dowry. It began with mental harassment, before Syed Asghar began physically assaulting her, Afreen, an MBA, alleged.https://images.indianexpress.com/2020/08/1x1.png
Last September, after her in-laws drove her out of their house, she returned to Jaipur to stay with her mother. Afreen said she last saw her husband at her mother’s funeral in Jodhpur.
Suddenly, on January 27, this year, Afreen said she received the talaqnaama (divorce letter). “It came through a speed post…I was shocked,” she said.
A few days later, she, along with her two brothers, went to her husband’s house in Indore but found it locked. Learning that the family had moved to their ancestral village — Shajapur near Indore — Afreen decided to file an FIR. Her husband was subsequently detained.
WATCH INDIAN EXPRESS VIDEOS HERE

 
However, when he refused to accept her back, despite counselling sessions and police pressure, Afreen said she decided to challenge the system. “The Muslim Personal Law Board needs to move with the times. I am not opposing them; I just want them to change,” she told The Indian Express. “The existing system is wrong and unfair, and it is crying for reform.”"
"1617718335-200","https://indianexpress.com/page/111/?s=Triple+talaq","BJP may keep Uniform Civil Code issue alive till 2019, says CPI","https://indianexpress.com/article/india/india-news-india/bjp-may-keep-uniform-civil-code-issue-alive-till-2019-says-cpi-3089475/","BJP may keep Uniform Civil Code issue alive till 2019, says CPI","Updated: October 24, 2016  5:46:28 pm","<img loading=""lazy"" class=""size-full wp-image-3086640"" src=""https://images.indianexpress.com/2016/10/talaq.jpg"" alt=""triple talaq, uniform civil code, ucc, muslim,muslim law, islamic law, muslim man,muslim women, british raj, ghulam nabi azad, india news, latest news"" srcset=""https://images.indianexpress.com/2016/10/talaq.jpg 759w, https://images.indianexpress.com/2016/10/talaq.jpg?resize=450,250 450w, https://images.indianexpress.com/2016/10/talaq.jpg?resize=600,334 600w, https://images.indianexpress.com/2016/10/talaq.jpg?resize=728,405 728w, https://images.indianexpress.com/2016/10/talaq.jpg?resize=150,83 150w"" sizes=""(max-width: 759px) 100vw, 759px"" /> Uniform civil code is a complex issue and not an urgent issue. (Photo for representational purpose)
Claiming that Uniform Civil Code issue is another “trump-card” of the BJP, the Communist Party of India Tuesday alleged that the lead party of NDA government may try to keep it alive till the 2019 Lok Sabha elections with an aim to reap political dividends.
CPI General Secretary S Sudhakar Reddy sees the current debate on the code as a “diversionary tactic” adopted by the BJP-led NDA government.
WATCH VIDEO: PM Narendra Modi Bats For Equal Rights : Here What He Said On Triple Talaq

 https://images.indianexpress.com/2020/08/1x1.png
He expressed the view that the code is a “diverse and complex issue” and not an “urgent issue at the moment” as “there are so many other problems”.
Reddy, however, said there is a necessity to take a relook at the triple talaq issue.
“Some reform should come (in Muslim Personal Law) but it is necessary to convince the minority community (on the need for it)”, he told PTI.
“This (debate on the code and triple talaq, among others) is being brought as a diversionary tactic. There is necessity to discuss the whole in the Muslim community itself about such demand for reforms,” he said.
“It’s not something urgent to divide the nation on that issue and I don’t think the government is serious in bringing the code. The debate before the Uttar Pradesh elections (due early next year) is aimed to get political dividends,” Reddy alleged.
Asked if he expected the code issue to “die down” after Uttar Pradesh elections, he said, “They may continue till 2019 also. This (the code) is another trump card like Ayodhya, so called nationalism, patriotism to cover up pro-corporate, anti-labour, anti-people policies of Government of India. They may keep it as an important point of debate.”"
"1617720381-451","https://indianexpress.com/page/95/?s=Triple+talaq","Uttering talaq thrice does not amount to divorce, says VP Hamid Ansari’s wife, Salma","https://indianexpress.com/article/india/uttering-talaq-thrice-does-not-amount-to-divorce-says-vp-hamid-ansaris-wife-salma-4605920/","Uttering talaq thrice does not amount to divorce, says VP Hamid Ansari’s wife, Salma","April 9, 2017 12:01:15 pm","<img loading=""lazy"" class=""wp-image-4605971 size-full"" src=""https://images.indianexpress.com/2017/04/salma-ansari759.jpg"" alt=""Salma Ansari, Triple Talaq, Triple Talaq Salma Ansari, Hamid Ansari wife triple talaq, Quran triple talaq, Salma Ansari Muslim divorce, India news, Indian Express"" srcset=""https://images.indianexpress.com/2017/04/salma-ansari759.jpg 759w, https://images.indianexpress.com/2017/04/salma-ansari759.jpg?resize=450,250 450w, https://images.indianexpress.com/2017/04/salma-ansari759.jpg?resize=600,334 600w, https://images.indianexpress.com/2017/04/salma-ansari759.jpg?resize=728,405 728w, https://images.indianexpress.com/2017/04/salma-ansari759.jpg?resize=150,83 150w"" sizes=""(max-width: 759px) 100vw, 759px"" /> Salma Ansari, wife of Vice President Mohammad Hamid Ansari at her residence. (Express Photo, File)
Vice President Hamid Ansari’s wife Salma Ansari has said that uttering ‘talaq’ thrice does not amount to divorce and asked Muslim women to read the Quran thoroughly instead of relying on clerics. Salma Ansari’s views on triple talaq come at a time when there is a nationwide debate on the practice and the validity of triple talaq, ‘nikah halala’ and polygamy practices among Muslims challenged in the Supreme Court.
“Triple talaq is not an issue. There can be no ‘talaq’ (divorce) just because someone utters talaq, talaq, talaq,” she told reporters on the sidelines of a function here yesterday.
Salma said women can find an answer to their questions in the Quran itself.https://images.indianexpress.com/2020/08/1x1.png
“If you’ve read the Quran then you can find the solution there itself. There is no such rule in Quran. They have just made it up. There is no such thing. You read the Quran in Arabic and don’t read the translation. You accept whatever the Maulana (clerics) or the Mulla says. You must read the Quran, read Hadis. Just see what Rasool had said,” she said in reply to a question on the practice of triple talaq.
Women must have the courage to read the Quran by themselves and introspect what’s written in it and gain knowledge about it, she said, emphasising that women should not blindly follow anyone.
Women can be easily misguided if they don’t read the Quran, she said.
The All India Muslim Personal Law Board (AIMPLB) had recently told the Supreme Court that the pleas challenging such practices among Muslims were not maintainable as the issues fell outside the realm of judiciary.
The Board had also said that the validity of Mohammedan Law, founded essentially on the Holy Quran and sources based on it, cannot be tested on the particular provisions of the Constitution.
The Centre had on October 7 last year opposed in the Supreme Court the practice of triple talaq, ‘nikah halala’ and polygamy among Muslims and favoured a relook on grounds like gender equality and secularism.
The Ministry of Law and Justice, in its affidavit, had referred to constitutional principles like gender equality, secularism, international covenants, religious practices and marital law prevalent in various Islamic countries to drive home the point that the practice of triple talaq and polygamy needed to be adjudicated upon afresh by the apex court.
The apex court had taken suo motu cognizance of the question whether Muslim women faced gender discrimination in the event of divorce or due to other marriages of their husband."
"1617720460-461","https://indianexpress.com/page/94/?s=Triple+talaq","Collect opinion of Muslim women on triple talaq, will inform SC: Yogi to his ministers","https://indianexpress.com/article/india/collect-opinion-of-muslim-women-on-triple-talaq-will-inform-sc-yogi-to-his-ministers-4611041/","Collect opinion of Muslim women on triple talaq, will inform SC: Yogi to his ministers","Updated: April 13, 2017  11:11:50 am","<img loading=""lazy"" class=""size-full wp-image-4593258"" src=""https://images.indianexpress.com/2017/03/yogi-75913.jpg"" alt=""yogi adityanath, triple talaq, Uttar pradesh, Uttar pardesh CM, All India Muslim Personal Law Board, muslim law, india news, indian express news"" srcset=""https://images.indianexpress.com/2017/03/yogi-75913.jpg 759w, https://images.indianexpress.com/2017/03/yogi-75913.jpg?resize=450,250 450w, https://images.indianexpress.com/2017/03/yogi-75913.jpg?resize=600,334 600w, https://images.indianexpress.com/2017/03/yogi-75913.jpg?resize=728,405 728w, https://images.indianexpress.com/2017/03/yogi-75913.jpg?resize=150,83 150w"" sizes=""(max-width: 759px) 100vw, 759px"" /> Uttar Pradesh Chief Minister Yogi Adityanath. (File Photo)
Days after the All India Muslim Personal Law Board (AIMPLB) told the Supreme Court that the sanctity of Muslim personal laws cannot be altered, Uttar Pradesh Chief Minister Yogi Adityanath has asked the women welfare department to oversee an exercise of collecting opinion of Muslim women on the triple talaq practice so that these could be presented before the top court.
The government plans to complete the exercise within weeks because the case is to be heard by a Constitution Bench in May.
In its manifesto for the assembly polls, the BJP had promised to take up the triple talaq matter. After the party’s stunning win in the elections, BJP leaders claimed that Muslim women had backed the party because they were opposed to the practice.https://images.indianexpress.com/2020/08/1x1.png

On Tuesday evening, government departments, including those linked to women welfare, made presentations before Adityanath. Sources said the Chief Minister told them that his government will present to the court the views of Muslim women on the triple talaq.
Adityanath, sources said, directed that a mechanism be worked out soonest for the exercise. He asked women ministers to hold meetings with women’s outfits in this regard — there are five women in the state cabinet.
Women Welfare Minister Rita Bahuguna Joshi said women ministers will get together and meet department officials and NGOs to find out the quickest means of collecting “correct information” about women divorced under the triple talaq practice and seek the opinion of Muslim women.
Maintaining that it will not be a government exercise, Joshi said NGOs will be engaged to reach out to Muslim women. She said several women had met her with grievances related to triple talaq.
When his comments were sought on the move to collect opinion on triple talaq, AIMPLB executive member Zafaryab Jilani said more than 90 per cent Muslim women do not want changes in Muslim personal laws.
Jilani said if the state government wants to collect opinion of Muslim women on triple talaq, it should hold a referendum on the issue and the Board should be provided names and addresses of women so that it could verify if opinion had been sought from genuine people.
On March 27, the Board told the Supreme Court that talaq and polygamy are integral part of the religion of Sunni Muslims and the court could not alter the sanctity of personal laws. Executive members of the Board are to meet in Lucknow on April 15."
